Month,County,Tax Rate,Year Imposed,year,local.sales.tax.revenue,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region,MIF Region
April,Isanti,5.0000000000000001E-3,2019,2019,-,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
May,Isanti,5.0000000000000001E-3,2019,2019,-,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
June,Isanti,5.0000000000000001E-3,2019,2019,-,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
July,Isanti,5.0000000000000001E-3,2019,2019,27,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
August,Isanti,5.0000000000000001E-3,2019,2019,169019,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
September,Isanti,5.0000000000000001E-3,2019,2019,185128,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
October,Isanti,5.0000000000000001E-3,2019,2019,185296,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
November,Isanti,5.0000000000000001E-3,2019,2019,186368,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
December,Isanti,5.0000000000000001E-3,2019,2019,187293,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
Total,Isanti,5.0000000000000001E-3,2019,2019,913131,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
January,Kanabec,5.0000000000000001E-3,2020,2019,-,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
February,Kanabec,5.0000000000000001E-3,2020,2019,-,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
March,Kanabec,5.0000000000000001E-3,2020,2019,-,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
April,Kanabec,5.0000000000000001E-3,2020,2019,-,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
May,Kanabec,5.0000000000000001E-3,2020,2019,-,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
June,Kanabec,5.0000000000000001E-3,2020,2019,-,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
July,Kanabec,5.0000000000000001E-3,2020,2019,-,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
August,Kanabec,5.0000000000000001E-3,2020,2019,-,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
September,Kanabec,5.0000000000000001E-3,2020,2019,-,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
October,Kanabec,5.0000000000000001E-3,2020,2019,-,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
November,Kanabec,5.0000000000000001E-3,2020,2019,-,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
December,Kanabec,5.0000000000000001E-3,2020,2019,-,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
Total,Kanabec,5.0000000000000001E-3,2020,2019,0,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
January,Kandiyohi,5.0000000000000001E-3,2018,2019,269603,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
February,Kandiyohi,5.0000000000000001E-3,2018,2019,205188,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
March,Kandiyohi,5.0000000000000001E-3,2018,2019,188048,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
April,Kandiyohi,5.0000000000000001E-3,2018,2019,217411,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
May,Kandiyohi,5.0000000000000001E-3,2018,2019,229471,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
June,Kandiyohi,5.0000000000000001E-3,2018,2019,272394,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
July,Kandiyohi,5.0000000000000001E-3,2018,2019,263434,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
August,Kandiyohi,5.0000000000000001E-3,2018,2019,309019,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
September,Kandiyohi,5.0000000000000001E-3,2018,2019,277098,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
October,Kandiyohi,5.0000000000000001E-3,2018,2019,266929,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
November,Kandiyohi,5.0000000000000001E-3,2018,2019,250510,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
December,Kandiyohi,5.0000000000000001E-3,2018,2019,259400,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
Total,Kandiyohi,5.0000000000000001E-3,2018,2019,3008505,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
January,Lake,5.0000000000000001E-3,2017,2019,63297,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
February,Lake,5.0000000000000001E-3,2017,2019,52411,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
March,Lake,5.0000000000000001E-3,2017,2019,52788,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
April,Lake,5.0000000000000001E-3,2017,2019,54590,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
May,Lake,5.0000000000000001E-3,2017,2019,52053,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
June,Lake,5.0000000000000001E-3,2017,2019,61307,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
July,Lake,5.0000000000000001E-3,2017,2019,83197,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
August,Lake,5.0000000000000001E-3,2017,2019,92803,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
September,Lake,5.0000000000000001E-3,2017,2019,93066,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
October,Lake,5.0000000000000001E-3,2017,2019,84580,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
November,Lake,5.0000000000000001E-3,2017,2019,68470,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
December,Lake,5.0000000000000001E-3,2017,2019,58662,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
Total,Lake,5.0000000000000001E-3,2017,2019,817224,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
January,Lyon,5.0000000000000001E-3,2015,2019,159017,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
February,Lyon,5.0000000000000001E-3,2015,2019,122738,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
March,Lyon,5.0000000000000001E-3,2015,2019,121022,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
April,Lyon,5.0000000000000001E-3,2015,2019,149674,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
May,Lyon,5.0000000000000001E-3,2015,2019,145891,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
June,Lyon,5.0000000000000001E-3,2015,2019,173708,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
July,Lyon,5.0000000000000001E-3,2015,2019,172943,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
August,Lyon,5.0000000000000001E-3,2015,2019,178590,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
September,Lyon,5.0000000000000001E-3,2015,2019,192896,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
October,Lyon,5.0000000000000001E-3,2015,2019,168260,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
November,Lyon,5.0000000000000001E-3,2015,2019,165388,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
December,Lyon,5.0000000000000001E-3,2015,2019,165630,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
Total,Lyon,5.0000000000000001E-3,2015,2019,1915757,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
January,McLeod,5.0000000000000001E-3,2020,2019,-,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
February,McLeod,5.0000000000000001E-3,2020,2019,-,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
March,McLeod,5.0000000000000001E-3,2020,2019,-,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
April,McLeod,5.0000000000000001E-3,2020,2019,-,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
May,McLeod,5.0000000000000001E-3,2020,2019,-,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
June,McLeod,5.0000000000000001E-3,2020,2019,-,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
July,McLeod,5.0000000000000001E-3,2020,2019,-,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
August,McLeod,5.0000000000000001E-3,2020,2019,-,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
September,McLeod,5.0000000000000001E-3,2020,2019,-,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
October,McLeod,5.0000000000000001E-3,2020,2019,-,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
November,McLeod,5.0000000000000001E-3,2020,2019,-,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
December,McLeod,5.0000000000000001E-3,2020,2019,-,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
Total,McLeod,5.0000000000000001E-3,2020,2019,0,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
January,Mille Lacs,5.0000000000000001E-3,2017,2019,101480,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
February,Mille Lacs,5.0000000000000001E-3,2017,2019,95384,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
March,Mille Lacs,5.0000000000000001E-3,2017,2019,84457,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
April,Mille Lacs,5.0000000000000001E-3,2017,2019,102499,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
May,Mille Lacs,5.0000000000000001E-3,2017,2019,98368,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
June,Mille Lacs,5.0000000000000001E-3,2017,2019,123690,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
July,Mille Lacs,5.0000000000000001E-3,2017,2019,120421,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
August,Mille Lacs,5.0000000000000001E-3,2017,2019,149979,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
September,Mille Lacs,5.0000000000000001E-3,2017,2019,134602,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
October,Mille Lacs,5.0000000000000001E-3,2017,2019,125689,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
November,Mille Lacs,5.0000000000000001E-3,2017,2019,118382,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
December,Mille Lacs,5.0000000000000001E-3,2017,2019,107914,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
Total,Mille Lacs,5.0000000000000001E-3,2017,2019,1362865,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
January,Morrison,5.0000000000000001E-3,2018,2019,122099,097,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
February,Morrison,5.0000000000000001E-3,2018,2019,111721,097,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
March,Morrison,5.0000000000000001E-3,2018,2019,100721,097,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
April,Morrison,5.0000000000000001E-3,2018,2019,119977,097,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
May,Morrison,5.0000000000000001E-3,2018,2019,154164,097,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
June,Morrison,5.0000000000000001E-3,2018,2019,148925,097,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
July,Morrison,5.0000000000000001E-3,2018,2019,149307,097,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
August,Morrison,5.0000000000000001E-3,2018,2019,181147,097,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
September,Morrison,5.0000000000000001E-3,2018,2019,167043,097,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
October,Morrison,5.0000000000000001E-3,2018,2019,162287,097,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
November,Morrison,5.0000000000000001E-3,2018,2019,147911,097,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
December,Morrison,5.0000000000000001E-3,2018,2019,123828,097,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
Total,Morrison,5.0000000000000001E-3,2018,2019,1689130,097,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
January,Mower,5.0000000000000001E-3,2018,2019,171691,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
February,Mower,5.0000000000000001E-3,2018,2019,133320,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
March,Mower,5.0000000000000001E-3,2018,2019,122699,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
April,Mower,5.0000000000000001E-3,2018,2019,145998,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
May,Mower,5.0000000000000001E-3,2018,2019,159822,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
June,Mower,5.0000000000000001E-3,2018,2019,148020,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
July,Mower,5.0000000000000001E-3,2018,2019,149853,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
August,Mower,5.0000000000000001E-3,2018,2019,184096,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
September,Mower,5.0000000000000001E-3,2018,2019,169695,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
October,Mower,5.0000000000000001E-3,2018,2019,170227,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
November,Mower,5.0000000000000001E-3,2018,2019,169517,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
December,Mower,5.0000000000000001E-3,2018,2019,158941,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
Total,Mower,5.0000000000000001E-3,2018,2019,1883879,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
January,Nicollet,5.0000000000000001E-3,2018,2019,132525,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
February,Nicollet,5.0000000000000001E-3,2018,2019,106358,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
March,Nicollet,5.0000000000000001E-3,2018,2019,96338,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
April,Nicollet,5.0000000000000001E-3,2018,2019,110716,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
May,Nicollet,5.0000000000000001E-3,2018,2019,115339,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
June,Nicollet,5.0000000000000001E-3,2018,2019,123585,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
July,Nicollet,5.0000000000000001E-3,2018,2019,126612,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
August,Nicollet,5.0000000000000001E-3,2018,2019,135487,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
September,Nicollet,5.0000000000000001E-3,2018,2019,132054,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
October,Nicollet,5.0000000000000001E-3,2018,2019,133662,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
November,Nicollet,5.0000000000000001E-3,2018,2019,126006,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
December,Nicollet,5.0000000000000001E-3,2018,2019,114962,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
Total,Nicollet,5.0000000000000001E-3,2018,2019,1453644,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
January,Olmsted,0.25%/0.50%,2014/2017,2019,1011996,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
February,Olmsted,0.25%/0.50%,2014/2017,2019,945331,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
March,Olmsted,0.25%/0.50%,2014/2017,2019,859309,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
April,Olmsted,0.25%/0.50%,2014/2017,2019,1068536,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
May,Olmsted,0.25%/0.50%,2014/2017,2019,1085051,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
June,Olmsted,0.25%/0.50%,2014/2017,2019,1234509,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
July,Olmsted,0.25%/0.50%,2014/2017,2019,1113449,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
August,Olmsted,0.25%/0.50%,2014/2017,2019,1307231,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
September,Olmsted,0.25%/0.50%,2014/2017,2019,1180026,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
October,Olmsted,0.25%/0.50%,2014/2017,2019,1176167,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
November,Olmsted,0.25%/0.50%,2014/2017,2019,1191418,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
December,Olmsted,0.25%/0.50%,2014/2017,2019,1134775,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
Total,Olmsted,0.25%/0.50%,2014/2017,2019,13307798,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
January,Otter Tail,5.0000000000000001E-3,2016,2019,277787,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
February,Otter Tail,5.0000000000000001E-3,2016,2019,233155,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
March,Otter Tail,5.0000000000000001E-3,2016,2019,201103,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
April,Otter Tail,5.0000000000000001E-3,2016,2019,242213,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
May,Otter Tail,5.0000000000000001E-3,2016,2019,264052,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
June,Otter Tail,5.0000000000000001E-3,2016,2019,339520,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
July,Otter Tail,5.0000000000000001E-3,2016,2019,345135,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
August,Otter Tail,5.0000000000000001E-3,2016,2019,391166,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
September,Otter Tail,5.0000000000000001E-3,2016,2019,333338,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
October,Otter Tail,5.0000000000000001E-3,2016,2019,315288,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
November,Otter Tail,5.0000000000000001E-3,2016,2019,304039,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
December,Otter Tail,5.0000000000000001E-3,2016,2019,266176,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
Total,Otter Tail,5.0000000000000001E-3,2016,2019,3512972,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
January,Pine,5.0000000000000001E-3,2017,2019,90202,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
February,Pine,5.0000000000000001E-3,2017,2019,85141,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
March,Pine,5.0000000000000001E-3,2017,2019,79835,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
April,Pine,5.0000000000000001E-3,2017,2019,91934,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
May,Pine,5.0000000000000001E-3,2017,2019,92549,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
June,Pine,5.0000000000000001E-3,2017,2019,111043,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
July,Pine,5.0000000000000001E-3,2017,2019,116217,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
August,Pine,5.0000000000000001E-3,2017,2019,130960,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
September,Pine,5.0000000000000001E-3,2017,2019,126040,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
October,Pine,5.0000000000000001E-3,2017,2019,123355,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
November,Pine,5.0000000000000001E-3,2017,2019,108020,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
December,Pine,5.0000000000000001E-3,2017,2019,104267,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
Total,Pine,5.0000000000000001E-3,2017,2019,1259563,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
January,Polk,2.5000000000000001E-3,2018,2019,63369,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
February,Polk,2.5000000000000001E-3,2018,2019,57733,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
March,Polk,2.5000000000000001E-3,2018,2019,49563,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
April,Polk,2.5000000000000001E-3,2018,2019,58022,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
May,Polk,2.5000000000000001E-3,2018,2019,58696,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
June,Polk,2.5000000000000001E-3,2018,2019,69237,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
July,Polk,2.5000000000000001E-3,2018,2019,69744,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
August,Polk,2.5000000000000001E-3,2018,2019,78316,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
September,Polk,2.5000000000000001E-3,2018,2019,68744,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
October,Polk,2.5000000000000001E-3,2018,2019,66555,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
November,Polk,2.5000000000000001E-3,2018,2019,63725,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
December,Polk,2.5000000000000001E-3,2018,2019,64726,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
Total,Polk,2.5000000000000001E-3,2018,2019,768430,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
January,Ramsey,5.0000000000000001E-3,2017,2019,3752879,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
February,Ramsey,5.0000000000000001E-3,2017,2019,3010843,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
March,Ramsey,5.0000000000000001E-3,2017,2019,2703454,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
